fid,fecha,hora,dia,mes,prioridad,estatus,localidad,colonia,genero,coordx,coordy
55388,10/01/2022,03:40:00,10,1,ALTA,TERMINO,CHIHUAHUA,FRANCISCO VILLA,MUJER,393108,3174036
55479,10/01/2022,01:30:00,10,1,ALTA,TERMINO,CHIHUAHUA,LAS MALVINAS,MUJER,392768,3163716
55510,10/01/2022,00:57:00,10,1,ALTA,TERMINO,CHIHUAHUA,MAGISTERIAL UNIVERSIDAD,HOMBRE,393610,3170989
55517,10/01/2022,00:52:00,10,1,ALTA,TERMINO,CHIHUAHUA,DIVISION DEL NORTE,HOMBRE,399560,3165601
55574,09/01/2022,23:54:00,9,1,ALTA,TERMINO,CHIHUAHUA,PASEOS DE CHIHUAHUA II,HOMBRE,388390,3177364
55787,09/01/2022,22:04:00,9,1,ALTA,TERMINO,CHIHUAHUA,REVOLUCION,MUJER,392003,3174954
55790,09/01/2022,22:02:00,9,1,ALTA,TERMINO,CHIHUAHUA,PORVENIR II,MUJER,390999,3180080
55816,09/01/2022,21:51:00,9,1,ALTA,TERMINO,CHIHUAHUA,JOYA,HOMBRE,397469,3166926
55817,09/01/2022,21:51:00,9,1,ALTA,TERMINO,CHIHUAHUA,DIEGO LUCERO,MUJER,389600,3172999
55826,09/01/2022,21:45:00,9,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,HOMBRE,400744,3165411
56051,09/01/2022,20:05:00,9,1,ALTA,TERMINO,CHIHUAHUA,LEALTAD II,MUJER,397705,3167472
56052,09/01/2022,20:05:00,9,1,ALTA,TERMINO,CHIHUAHUA,SOL DE ORIENTE,HOMBRE,406103,3170294
56074,09/01/2022,19:49:00,9,1,ALTA,TERMINO,CHIHUAHUA,CRUCERO,HOMBRE,403226,3165128
56093,09/01/2022,19:41:00,9,1,ALTA,TERMINO,CHIHUAHUA,SAN JORGE COLONIA,HOMBRE,397862,3165096
56157,09/01/2022,19:18:00,9,1,ALTA,TERMINO,CHIHUAHUA,VISTAS CERRO GRANDE,MUJER,398766,3163375
56192,09/01/2022,19:03:00,9,1,ALTA,TERMINO,CHIHUAHUA,VALLE ESCONDIDO,HOMBRE,398183,3164742
56339,09/01/2022,17:30:00,9,1,ALTA,TERMINO,CHIHUAHUA,PASEOS DEL CAMINO REAL,HOMBRE,403847,3171921
56517,09/01/2022,15:48:00,9,1,ALTA,TERMINO,CHIHUAHUA,SANTO NI�?�O,HOMBRE,394832,3169905
56875,09/01/2022,12:03:00,9,1,ALTA,TERMINO,CHIHUAHUA,PASEOS DE CHIHUAHUA I,HOMBRE,388385,3177247
57325,09/01/2022,05:33:00,9,1,ALTA,TERMINO,CHIHUAHUA,DIEGO LUCERO,HOMBRE,389831,3172371
57354,09/01/2022,04:45:00,9,1,ALTA,TERMINO,CHIHUAHUA,PORVENIR II,MUJER,390675,3180237
57740,08/01/2022,23:39:00,8,1,ALTA,TERMINO,CHIHUAHUA,ROMANZZA FRACC.,MUJER,398705,3173872
57762,08/01/2022,23:26:00,8,1,ALTA,TERMINO,CHIHUAHUA,P.R.I. MUNICIPAL,MUJER,394475,3164290
57793,08/01/2022,23:07:00,8,1,ALTA,TERMINO,CHIHUAHUA,DALE,HOMBRE,395404,3165924
58266,08/01/2022,19:16:00,8,1,ALTA,TERMINO,CHIHUAHUA,MARMOL II,HOMBRE,399134,3164296
58300,08/01/2022,19:06:00,8,1,ALTA,TERMINO,CHIHUAHUA,P.R.I. MUNICIPAL,HOMBRE,394378,3164352
59116,08/01/2022,13:24:00,8,1,ALTA,TERMINO,CHIHUAHUA,PASEOS DEL CAMINO REAL,HOMBRE,403689,3172538
59257,08/01/2022,12:41:00,8,1,ALTA,TERMINO,CHIHUAHUA,PASEO DE LOS LEONES,MUJER,399379,3173728
59316,08/01/2022,12:19:00,8,1,ALTA,TERMINO,CHIHUAHUA,PASEOS DEL CAMINO REAL,HOMBRE,403628,3172053
59812,08/01/2022,07:53:00,8,1,ALTA,TERMINO,CHIHUAHUA,3 DE MAYO,HOMBRE,399532,3164556
60134,08/01/2022,01:00:00,8,1,ALTA,TERMINO,CHIHUAHUA,QUINTA MONTECARLO,MUJER,388252,3181063
60165,08/01/2022,00:30:00,8,1,ALTA,TERMINO,CHIHUAHUA,FRANCISCO VILLA,HOMBRE,391689,3174518
60182,08/01/2022,00:13:00,8,1,ALTA,TERMINO,CHIHUAHUA,ROSARIO,HOMBRE,395198,3165825
60250,07/01/2022,23:20:00,7,1,ALTA,TERMINO,CHIHUAHUA,ALAMEDAS I,HOMBRE,390437,3177630
60480,07/01/2022,20:47:00,7,1,ALTA,TERMINO,CHIHUAHUA,SAN MARTIN (CERRO DE LA CRUZ),MUJER,394171,3165355
60558,07/01/2022,20:19:00,7,1,ALTA,TERMINO,CHIHUAHUA,JARDINES DEL SACRAMENTO,HOMBRE,393943,3175986
61155,07/01/2022,14:56:00,7,1,ALTA,TERMINO,CHIHUAHUA,CERRO DE LA CRUZ,HOMBRE,393849,3164412
61666,07/01/2022,10:58:00,7,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO II,MUJER,385746,3184444
61694,07/01/2022,10:41:00,7,1,ALTA,TERMINO,CHIHUAHUA,INSURGENTES II,MUJER,390149,3174582
62236,06/01/2022,23:57:00,6,1,ALTA,TERMINO,CHIHUAHUA,ATENAS I,MUJER,393057,3178529
62240,06/01/2022,23:54:00,6,1,ALTA,TERMINO,CHIHUAHUA,SANTA ELENA COLONIA,HOMBRE,400597,3161791
62243,06/01/2022,23:52:00,6,1,ALTA,TERMINO,CHIHUAHUA,MELCHOR OCAMPO FRACCIONAMIENTO,HOMBRE,399264,3168658
62468,06/01/2022,20:40:00,6,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION DIAZ ORDAZ,HOMBRE,395731,3164559
62510,06/01/2022,20:14:00,6,1,ALTA,TERMINO,,TARAHUMARA SUR,HOMBRE,398713,3161118
62876,06/01/2022,17:17:00,6,1,ALTA,TERMINO,CHIHUAHUA,FRANCISCO VILLA,HOMBRE,392859,3174631
63071,06/01/2022,16:04:00,6,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION 2 DE OCTUBRE,MUJER,398465,3168775
63325,06/01/2022,14:24:00,6,1,ALTA,TERMINO,CHIHUAHUA,EL MINERAL II,MUJER,392276,3180026
63546,06/01/2022,12:55:00,6,1,ALTA,TERMINO,CHIHUAHUA,SAN AGUSTIN,MUJER,402163,3162465
63641,06/01/2022,12:00:00,6,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO,HOMBRE,385788,3184216
64078,06/01/2022,09:10:00,6,1,ALTA,TERMINO,CHIHUAHUA,JARDINES DE ORIENTE,MUJER,404217,3171151
64090,06/01/2022,08:58:00,6,1,ALTA,TERMINO,CHIHUAHUA,CUAUHTEMOC,MUJER,394137,3167171
64097,06/01/2022,02:57:00,6,1,ALTA,TERMINO,CHIHUAHUA,CUAUHTEMOC,MUJER,394137,3167170
64206,06/01/2022,07:29:00,6,1,ALTA,TERMINO,CHIHUAHUA,VISTAS CERRO GRANDE,HOMBRE,398567,3162848
64332,06/01/2022,03:09:00,6,1,ALTA,TERMINO,CHIHUAHUA,PORVENIR I,HOMBRE,390993,3180100
64446,05/01/2022,23:52:00,5,1,ALTA,TERMINO,JUAN ALDAMA,LOS ALAMOS FRACC.,HOMBRE,404437,3181741
64715,05/01/2022,20:55:00,5,1,ALTA,TERMINO,,VALLE DE LA MADRID,MUJER,393738,3164306
64768,05/01/2022,20:22:00,5,1,ALTA,TERMINO,CHIHUAHUA,LEALTAD II,MUJER,397518,3167744
64960,05/01/2022,18:44:00,5,1,ALTA,TERMINO,CHIHUAHUA,FRANCISCO VILLA,MUJER,392778,3174832
65274,05/01/2022,16:40:00,5,1,ALTA,TERMINO,CHIHUAHUA,LA NORIA,MUJER,398429,3162201
65278,05/01/2022,16:40:00,5,1,ALTA,TERMINO,CHIHUAHUA,DUMAS NORTE I Y II,HOMBRE,390751,3179758
65559,05/01/2022,14:52:00,5,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,MUJER,401398,3165091
65999,05/01/2022,12:20:00,5,1,ALTA,TERMINO,CHIHUAHUA,ROBINSON SECTOR III,MUJER,399125,3169094
66128,05/01/2022,11:21:00,5,1,ALTA,TERMINO,CHIHUAHUA,SAN RAFAEL,MUJER,396887,3168163
66402,05/01/2022,09:29:00,5,1,ALTA,TERMINO,CHIHUAHUA,ROBINSON SECTOR III,MUJER,398725,3169173
66560,05/01/2022,08:01:00,5,1,ALTA,TERMINO,CHIHUAHUA,2 DE OCTUBRE,MUJER,398295,3168719
66834,05/01/2022,00:12:00,5,1,ALTA,TERMINO,CHIHUAHUA,PASEO DE LOS LEONES,HOMBRE,398583,3173990
67154,04/01/2022,20:43:00,4,1,ALTA,TERMINO,CHIHUAHUA,CERRO DE LA CRUZ,MUJER,394833,3164628
67166,04/01/2022,20:37:00,4,1,ALTA,TERMINO,CHIHUAHUA,CHIHUAHUA 2000,HOMBRE,390786,3178275
67313,04/01/2022,19:28:00,4,1,ALTA,TERMINO,CHIHUAHUA,CERRO DE LA CRUZ,HOMBRE,393111,3165031
67721,04/01/2022,16:49:00,4,1,ALTA,TERMINO,CHIHUAHUA,LA JUNTA,MUJER,395644,3170250
67737,04/01/2022,16:44:00,4,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,MUJER,400918,3165405
68086,04/01/2022,14:30:00,4,1,ALTA,TERMINO,CHIHUAHUA,CAMPESINA,HOMBRE,392704,3166221
68287,04/01/2022,13:09:00,4,1,ALTA,TERMINO,CHIHUAHUA,ROSARIO,HOMBRE,395363,3164997
68301,04/01/2022,13:06:00,4,1,ALTA,TERMINO,CHIHUAHUA,REVOLUCION,MUJER,392228,3175180
68740,04/01/2022,10:00:00,4,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION 2 DE OCTUBRE,MUJER,398297,3168716
68750,04/01/2022,09:55:00,4,1,ALTA,TERMINO,CHIHUAHUA,3 DE MAYO,HOMBRE,399968,3163785
69071,04/01/2022,05:32:00,4,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION DIAZ ORDAZ,HOMBRE,395798,3164238
69188,04/01/2022,01:24:00,4,1,ALTA,TERMINO,CHIHUAHUA,CHIHUAHUA 2000-94,HOMBRE,390785,3178352
69264,03/01/2022,23:33:00,3,1,ALTA,TERMINO,CHIHUAHUA,FRANCISCO VILLA,HOMBRE,392700,3175022
69348,03/01/2022,22:29:00,3,1,ALTA,TERMINO,CHIHUAHUA,VISTAS CERRO GRANDE,MUJER,398802,3161464
69448,03/01/2022,21:18:00,3,1,ALTA,TERMINO,CHIHUAHUA,LAS ADELITAS,HOMBRE,398016,3165198
69877,03/01/2022,18:04:00,3,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION DIAZ ORDAZ,MUJER,395754,3164579
70076,03/01/2022,16:45:00,3,1,ALTA,TERMINO,CHIHUAHUA,LAS AGUILAS,HOMBRE,392355,3168187
70194,03/01/2022,15:55:00,3,1,ALTA,TERMINO,CHIHUAHUA,DIEGO LUCERO,MUJER,389314,3173504
70579,03/01/2022,13:07:00,3,1,ALTA,TERMINO,CHIHUAHUA,RAMON REYES,MUJER,391583,3164141
70766,03/01/2022,11:47:00,3,1,ALTA,TERMINO,CHIHUAHUA,ATENAS,HOMBRE,392982,3178643
70862,03/01/2022,11:17:00,3,1,ALTA,TERMINO,CHIHUAHUA,EL MINERAL,HOMBRE,392500,3179639
71408,03/01/2022,04:23:00,3,1,ALTA,TERMINO,CHIHUAHUA,CERRO DE LA CRUZ,HOMBRE,393760,3165018
71597,03/01/2022,00:24:00,3,1,ALTA,TERMINO,CHIHUAHUA,SOL DE ORIENTE,MUJER,406024,3170362
71638,02/01/2022,23:53:00,2,1,ALTA,TERMINO,CHIHUAHUA,REVOLUCION,HOMBRE,390745,3175324
71829,02/01/2022,21:30:00,2,1,ALTA,TERMINO,CHIHUAHUA,ROMANZZA FRACC.,MUJER,398861,3173398
72224,02/01/2022,18:16:00,2,1,ALTA,TERMINO,CHIHUAHUA,LUIS DONALDO COLOSIO MURRIETA SUR,MUJER,398666,3163858
72291,02/01/2022,17:46:00,2,1,ALTA,TERMINO,CHIHUAHUA,DIVISADERO,MUJER,398117,3162579
72345,02/01/2022,17:21:00,2,1,ALTA,TERMINO,CHIHUAHUA,BARRIO SAN PEDRO,HOMBRE,394374,3167946
72463,02/01/2022,16:18:00,2,1,ALTA,TERMINO,CHIHUAHUA,VILLAS DEL REAL V,HOMBRE,390766,3179290
72804,02/01/2022,13:10:00,2,1,ALTA,TERMINO,CHIHUAHUA,JMAS,HOMBRE,392532,3166889
72841,02/01/2022,12:55:00,2,1,ALTA,TERMINO,CHIHUAHUA,AMPLIACION DIAZ ORDAZ,HOMBRE,395733,3164562
72845,02/01/2022,12:53:00,2,1,ALTA,TERMINO,CHIHUAHUA,DIVISION DEL NORTE III,MUJER,399429,3163980
73002,02/01/2022,11:42:00,2,1,ALTA,TERMINO,,VISTAS DEL NORTE,HOMBRE,387513,3184957
73234,02/01/2022,09:05:00,2,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO,MUJER,385716,3183971
73324,02/01/2022,06:51:00,2,1,ALTA,TERMINO,CHIHUAHUA,VILLAS DEL REAL I,HOMBRE,390794,3179264
73378,02/01/2022,04:46:00,2,1,ALTA,TERMINO,CHIHUAHUA,REVOLUCION,MUJER,390785,3175184
73428,02/01/2022,03:10:00,2,1,ALTA,TERMINO,CHIHUAHUA,DEPORTISTAS,MUJER,390185,3174591
73431,02/01/2022,03:05:00,2,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,HOMBRE,401400,3165286
73484,02/01/2022,02:15:00,2,1,ALTA,TERMINO,CHIHUAHUA,VILLA VIEJA,HOMBRE,393169,3174468
73491,02/01/2022,02:02:00,2,1,ALTA,TERMINO,CHIHUAHUA,URBI VILLAS DEL PRADO,MUJER,405185,3170198
73706,01/01/2022,23:31:00,1,1,ALTA,TERMINO,CHIHUAHUA,LAS MALVINAS,MUJER,392424,3163421
73721,01/01/2022,23:19:00,1,1,ALTA,TERMINO,CHIHUAHUA,REAL DE MINAS,HOMBRE,392236,3179008
73747,01/01/2022,23:01:00,1,1,ALTA,TERMINO,CHIHUAHUA,NOMBRE DE DIOS,HOMBRE,393667,3174525
73783,01/01/2022,22:36:00,1,1,ALTA,TERMINO,CHIHUAHUA,LUIS DONALDO COLOSIO MURRIETA NORTE,MUJER,390965,3179986
73787,01/01/2022,22:29:00,1,1,ALTA,TERMINO,CHIHUAHUA,SAN JOSE,MUJER,391908,3171872
73798,01/01/2022,22:24:00,1,1,ALTA,TERMINO,CHIHUAHUA,SAN RAFAEL,MUJER,397104,3167444
73842,01/01/2022,21:56:00,1,1,ALTA,TERMINO,CHIHUAHUA,INFONAVIT INSURGENTES,HOMBRE,392078,3172982
73872,01/01/2022,21:43:00,1,1,ALTA,TERMINO,CHIHUAHUA,SAN FELIPE I,HOMBRE,392833,3170425
73876,01/01/2022,21:41:00,1,1,ALTA,TERMINO,CHIHUAHUA,MEXICO 91,HOMBRE,402135,3164251
73896,01/01/2022,21:26:00,1,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO,MUJER,385716,3183970
73936,01/01/2022,21:05:00,1,1,ALTA,TERMINO,CHIHUAHUA,VISTAS CERRO GRANDE,HOMBRE,398966,3162571
74009,01/01/2022,20:27:00,1,1,ALTA,TERMINO,CHIHUAHUA,PAVIS BORUNDA,MUJER,391831,3163328
74017,01/01/2022,20:24:00,1,1,ALTA,TERMINO,CHIHUAHUA,JUAN GUERECA,MUJER,388191,3179430
74028,01/01/2022,20:17:00,1,1,ALTA,TERMINO,CHIHUAHUA,DALE,MUJER,395670,3166121
74051,01/01/2022,20:04:00,1,1,ALTA,TERMINO,CHIHUAHUA,20 ANIVERSARIO,MUJER,388676,3178451
74061,01/01/2022,19:58:00,1,1,ALTA,TERMINO,CHIHUAHUA,DEPORTISTAS,MUJER,390127,3174738
74063,01/01/2022,19:57:00,1,1,ALTA,TERMINO,,JARDINES DE ORIENTE,HOMBRE,404867,3171594
74087,01/01/2022,19:45:00,1,1,ALTA,TERMINO,,NP,MUJER,389776,3183813
74120,01/01/2022,19:27:00,1,1,ALTA,TERMINO,CHIHUAHUA,SECTOR INDEPENDENCIA,MUJER,393147,3175014
74172,01/01/2022,19:07:00,1,1,ALTA,TERMINO,,VISTAS DEL NORTE,MUJER,386708,3184528
74526,01/01/2022,16:42:00,1,1,MEDIA,TERMINO,CHIHUAHUA,CERRO DE LA CRUZ,MUJER,393940,3165199
74653,01/01/2022,15:52:00,1,1,ALTA,TERMINO,CHIHUAHUA,PRADERAS DEL SUR,HOMBRE,405611,3170106
74659,01/01/2022,15:46:00,1,1,ALTA,TERMINO,CHIHUAHUA,SAN MARTIN (CERRO DE LA CRUZ),HOMBRE,393948,3165212
74731,01/01/2022,15:21:00,1,1,ALTA,TERMINO,CHIHUAHUA,LAS VENCEDORAS,MUJER,398377,3164410
74745,01/01/2022,15:15:00,1,1,ALTA,TERMINO,CHIHUAHUA,VICENTE G�?�ERECA,MUJER,388550,3178762
74751,01/01/2022,15:08:00,1,1,MEDIA,TERMINO,CHIHUAHUA,11 DE FEBRERO,HOMBRE,402602,3161773
74822,01/01/2022,14:31:00,1,1,ALTA,TERMINO,CHIHUAHUA,2 DE JUNIO,HOMBRE,393704,3175151
74853,01/01/2022,14:15:00,1,1,ALTA,TERMINO,CHIHUAHUA,COLONIA LAS TORRES,HOMBRE,403037,3161832
74857,01/01/2022,14:13:00,1,1,ALTA,TERMINO,CHIHUAHUA,INDUSTRIAL,HOMBRE,395600,3170351
74889,01/01/2022,13:57:00,1,1,ALTA,TERMINO,CHIHUAHUA,RECURSOS HIDRAULICOS,MUJER,389958,3169407
74930,01/01/2022,13:47:00,1,1,ALTA,TERMINO,CHIHUAHUA,RODOLFO FIERRO,HOMBRE,390751,3179054
74943,01/01/2022,13:42:00,1,1,ALTA,TERMINO,CHIHUAHUA,ATENAS,HOMBRE,393004,3178523
74948,01/01/2022,13:38:00,1,1,ALTA,TERMINO,,VISTAS DEL NORTE,HOMBRE,386589,3185204
75171,01/01/2022,12:21:00,1,1,ALTA,TERMINO,CHIHUAHUA,QUINTAS JUAN PABLO,HOMBRE,400896,3170236
75325,01/01/2022,11:10:00,1,1,MEDIA,TERMINO,CHIHUAHUA,DORADOS DE VILLA,MUJER,398180,3164913
75610,01/01/2022,08:35:00,1,1,ALTA,TERMINO,CHIHUAHUA,POZOS DEL VALLE,HOMBRE,389830,3179558
75625,01/01/2022,08:22:00,1,1,ALTA,TERMINO,CHIHUAHUA,ROSARIO,MUJER,395032,3165358
75674,01/01/2022,07:53:00,1,1,ALTA,TERMINO,CHIHUAHUA,MARMOL I,MUJER,398959,3164812
75681,01/01/2022,07:49:00,1,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,MUJER,400866,3164981
75682,01/01/2022,07:47:00,1,1,ALTA,TERMINO,CHIHUAHUA,VILLA JUAREZ,MUJER,400682,3165671
75686,01/01/2022,07:45:00,1,1,ALTA,TERMINO,CHIHUAHUA,LEALTAD II,MUJER,397204,3167811
75689,01/01/2022,07:37:00,1,1,ALTA,TERMINO,CHIHUAHUA,LA NORIA,MUJER,397463,3161856
75714,01/01/2022,07:16:00,1,1,ALTA,TERMINO,CHIHUAHUA,LA NORIA,HOMBRE,398483,3162374
75820,01/01/2022,05:39:00,1,1,ALTA,TERMINO,CHIHUAHUA,BUROCRATA FEDERAL,HOMBRE,392831,3164601
75875,01/01/2022,05:04:00,1,1,ALTA,TERMINO,CHIHUAHUA,LEALTAD I,HOMBRE,397202,3167811
75879,01/01/2022,05:02:00,1,1,ALTA,TERMINO,CHIHUAHUA,20 ANIVERSARIO,HOMBRE,389149,3178315
75896,01/01/2022,04:43:00,1,1,ALTA,TERMINO,CHIHUAHUA,EL PALOMAR,HOMBRE,393610,3168321
75904,01/01/2022,04:39:00,1,1,ALTA,TERMINO,CHIHUAHUA,JUAN GUERECA,MUJER,388233,3179540
75970,01/01/2022,03:58:00,1,1,ALTA,TERMINO,CHIHUAHUA,URBI VILLAS DEL PRADO,HOMBRE,405163,3169903
75988,01/01/2022,03:45:00,1,1,ALTA,TERMINO,CHIHUAHUA,NOMBRE DE DIOS,MUJER,393610,3174763
75997,01/01/2022,03:41:00,1,1,ALTA,TERMINO,CHIHUAHUA,VALLE DE LA MADRID,HOMBRE,394869,3164386
76005,01/01/2022,03:35:00,1,1,ALTA,TERMINO,CHIHUAHUA,PALESTINA LA CONCORDIA,MUJER,400491,3171558
76020,01/01/2022,03:27:00,1,1,ALTA,TERMINO,CHIHUAHUA,ESPERANZA (SUR),MUJER,391046,3163403
76039,01/01/2022,03:17:00,1,1,ALTA,TERMINO,CHIHUAHUA,CAMPESINA NUEVA,HOMBRE,392100,3165325
76051,01/01/2022,03:11:00,1,1,ALTA,TERMINO,CHIHUAHUA,EL MINERAL,HOMBRE,392381,3179704
76061,01/01/2022,03:03:00,1,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO,HOMBRE,385632,3184197
76185,01/01/2022,02:06:00,1,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO,MUJER,385745,3184211
76264,01/01/2022,01:37:00,1,1,ALTA,TERMINO,CHIHUAHUA,REVOLUCION,MUJER,392143,3175838
76285,01/01/2022,01:31:00,1,1,ALTA,TERMINO,,PRIVADAS DEL SUR,MUJER,405521,3169286
76299,01/01/2022,01:26:00,1,1,ALTA,TERMINO,CHIHUAHUA,LUIS DONALDO COLOSIO MURRIETA SUR,MUJER,398727,3163897
76319,01/01/2022,01:11:00,1,1,ALTA,TERMINO,CHIHUAHUA,JOSE FRANCISCO RUIZ MASSIEU,MUJER,391328,3179036
76357,01/01/2022,00:55:00,1,1,ALTA,TERMINO,CHIHUAHUA,RIVERAS DEL SACRAMENTO II,MUJER,386101,3184778
